X,Y,OBJECTID,REPORTINGAGENCYid,ReportingAgency,REPORTNUMBER,ACCIDENTDATE,STREETADDRESS,INTERSECTIONWITH,DirOfCollision,RoadGroup,AOTACTUALMILEPOINT,RoadCharacteristics,NonReportableAddress,CITYORTOWNid,CITYORTOWN,EASTING,NORTHING,AOTROUTEid,AOTROUTE,LRSNUMBER,HOWMAPPED,Animal,Impairment,Involving,Weather,DayNight,InjuryType,LOC_ERROR,RDFLNAME,SurfaceCondition,RoadCondition,Route,LATITUDE,LONGITUDE,AOTROADWAYGROUPid
452248.257656251080334,269357.25484374910593,6420,VT0060300,Swanton PD.,18SW01574,2018-09-26T21:31:00.000Z,First Street,Frontage Road,Single Vehicle Crash,"State Highway numbered route, State owned",7.77,Not at a Junction,,0615,Swanton,,,0780,VT-78,V078-0615,LRS,None/Other,None,Heavy Truck,Clear,Night,Property Damage Only,NO ERROR,FIRST ST,Dry,None,VT-78,44.92279795,-73.10483652,10
440197.851874999701977,223839.98093750141561,6421,VT0040100,Burlington PD,18BU023701,2018-10-10T23:14:00.000Z,1398 North Ave,Staniford Rd,Single Vehicle Crash,Federal Aid Urban System (Class 2 TH's and 3 TH's only),2.76,T - Intersection,,0403,Burlington,,,U5026,NORTH AVE.,S50260403,LRS,None/Other,None,None,Clear,Night,Property Damage Only,NO ERROR,NORTH AVE,Dry,None,NORTH AVE.,44.51230895,-73.25213338,2
440990.684062500484288,33262.100156251341105,6422,VTVSP0900,VSP - B3 Shaftsbury,18B303392,2018-10-12T08:52:00.000Z,3067 US Route 7,North Pownal Road,Head On,"State Highway numbered route, State owned",4.92,Not at a Junction,,0208,Pownal,,,0070,US-7,U007-0208,LRS,None/Other,None,Heavy Truck,Cloudy,Day,Fatal,NO ERROR,US ROUTE 7,Dry,None,US-7,42.79716559,-73.22133308,10
442593.321406249888241,38951.62156250141561,6423,VT0020100,Bennington PD.,18BN07735,2018-10-12T09:09:00.000Z,US Route 7,Fuller Road,Opp Direction Sideswipe,"State Highway numbered route, State owned",0.78,Not at a Junction,,0202,Bennington,442559,39112,0070,US-7,U007-0202,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,ROUTE 7S,Dry,None,US-7,42.84850104,-73.20232328,10
494983.287187500856817,38682.078593749552965,6424,VT0130200,Brattleboro PD.,18BB08843,2018-10-19T15:04:00.000Z,121 Canal St,Elm St,Opp Direction Sideswipe,"State Highway numbered route, Class 1 TH",1.85,T - Intersection,,1302,Brattleboro,,,0050,US-5,U005-1302,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,CANAL ST,Dry,None,US-5,42.84821217,-72.56137517,11
464216.773125000298023,125706.093593750149012,6425,VTVSP0300,VSP - B4 Rutland,18B404080,2018-08-17T15:00:00.000Z,930 US-4,Post Rd,Rear End,"State Highway numbered route, State owned",0.82,T - Intersection,,1120,Rutland Town,,,0040,US-4,U004-1120,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,US ROUTE 4,Dry,None,US-4,43.63070934,-72.94341514,10
450171.963750001043081,230149.464062500745058,6426,VT0040500,Colchester PD.,18CC011387,2018-10-25T21:01:00.000Z,1747 EAST ROAD,,Rear End,Federal Aid Urban System (Class 2 TH's and 3 TH's only),2.09,Not at a Junction,,0405,Colchester,,,U5610,EAST ROAD,S56100405,LRS,None/Other,None,None,Clear,Night,Property Damage Only,NO ERROR,EAST RD,Dry,None,EAST ROAD,44.56984411,-73.12730631,2
495413.812343750149012,39049.597500000149012,6427,VT0130200,Brattleboro PD.,18BB08816,2018-10-18T06:45:00.000Z,Bridge St,Whetstone Brewery/Railroad Crossing,,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.07,,,1302,Brattleboro,495403,39060,U2004,BRIDGE ST.,S20041302,LRS,None/Other,None,None,,Night,Property Damage Only,NO ERROR,BRIDGE ST,,,BRIDGE ST.,42.85152329,-72.55611106,2
522111.394999999552965,214911.935000002384186,6428,VTVSP0200,VSP - A4 St. Johnsbury,18A405555,2018-10-12T11:16:00.000Z,16 Lower Harrington Hill Road,VT Route 15,Single Vehicle Crash,"State Highway numbered route, State owned",6.35,T - Intersection,,0315,Walden,522100,214931,0150,VT-15,V015-0315,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,VT ROUTE 15,Wet,None,VT-15,44.43410007,-72.22227537,10
489791.215937500819564,164486.674062503501773,6429,VTVSP1100,VSP - B2 Royalton,18B204285,2018-10-07T13:56:00.000Z,Interstate 89S Mile Marker 33,Exit 4,Rear End,"State Highway numbered route, State owned",33.4,On Ramp,,0909,Randolph,,,0890,I-89,I089-0000S,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,INTERSTATE 89,Wet,None,I-89,43.98054448,-72.62724471,10
507465.380000001750886,110208.150000002235174,6430,VTVSP1600,VSP - B1 Westminster,18B106499,2018-10-27T14:25:00.000Z,Interstate 91 North MM 57.8,Exit 9,Single Vehicle Crash,"State Highway numbered route, State owned",57.8,Not at a Junction,,1423,Windsor,507470,110179,0910,I-91,I091-0000,LRS,None/Other,None,None,Freezing Precipitation,Day,Injury,NO ERROR,INTERSTATE 91,Water (standing / moving),"Road Surface Condition(wet, icy, snow, slush, etc)",I-91,43.49203626,-72.40770312,10
495220.481406251899898,39228.152031254023314,6431,VT0130200,Brattleboro PD.,18BB08794,2018-10-18T10:25:00.000Z,Main St,,,"State Highway numbered route, Class 1 TH",2.3,,,1302,Brattleboro,495213,39241,0050,US-5,U005-1302,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,MAIN ST,,,US-5,42.85312946,-72.55847794,11
503835.000000000931323,114931.00000000372529,6432,VTVSP1100,VSP - B2 Royalton,18B201607,2018-04-16T17:57:00.000Z,202 Brownsville Rd,Jenneville Rd,Single Vehicle Crash,Minor Collector - Non Fed Aid Rural TH,999.99,Not at a Junction,,1409,Hartland,503835,114931,S0586,BROWNSVILLE RD,,XY,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,INVALID LOCATION ROUTE ID,BROWNSVILLE RD,Slush,"Road Surface Condition(wet, icy, snow, slush, etc)",BROWNSVILLE RD,43.53457403,-72.45255335,4
494881.0,39860.000000001862645,6433,VT0130200,Brattleboro PD.,18BB00728,2018-01-29T11:00:00.000Z,Anna Marsh Lane,Brattleboro Retreat Parking Lot,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,1302,Brattleboro,494881,39860,0000,Unknown,,XY,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,42.85881518,-72.56263728,9
501611.000000000931323,89648.0,6434,VT0140200,Springfield PD.,18SF000686,2018-01-21T18:00:00.000Z,1 Randall Street,Litchfield,Other - Explain in Narrative,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,1418,Springfield,501611,89648,0000,RANDALL ST,,XY,None/Other,None,None,Clear,Night,Property Damage Only,INVALID LOCATION ROUTE ID,RANDALL ST,Wet,None,RANDALL ST,43.30700619,-72.48014321,6
451272.000000001862645,216186.000000001862645,6435,VT0041000,Williston PD.,18WT02794,2018-04-21T23:09:00.000Z,Maple Tree Pl,St George Rd,Rear End,Street or Town Highways in FA Urban Area,999.99,Four-way Intersection,,0417,Williston,451272,216186,0000,Unknown,,XY,None/Other,None,None,Clear,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.44426335,-73.11214173,5
443529.887656250037253,217360.358125001192093,6436,VT0040100,Burlington PD,18BU009296,2018-05-05T19:33:00.000Z,180 Ferguson Ave,Ferguson Ave,,Street or Town Highways in FA Urban Area,999.99,,,0403,Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.45426856,-73.20952244,5
443582.0,216952.000000001862645,6437,VT0040300,So. Burlington PD.,18SB002511,2018-03-04T02:22:00.000Z,Farrell St,Shelburne Rd,Same Direction Sideswipe,Street or Town Highways in FA Urban Area,999.99,Four-way Intersection,,0414,South Burlington,443582,216952,0000,FARRELL ST,,XY,None/Other,None,None,Clear,Night,Property Damage Only,INVALID LOCATION ROUTE ID,FARRELL ST,Wet,None,FARRELL ST,44.45059789,-73.20882327,5
431254,177824,6438,VTVSP0600,VSP - B5 New Haven,18B502404,2018-07-31T14:00:00.000Z,6722 Goodrich Corner Rd,Jersey St,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,0101,Addison,431254,177824,T0003,TOWN ROAD 0003,,XY,None/Other,None,None,Clear,Day,Injury,INVALID LOCATION ROUTE ID,GOODRICH CORNER RD,Dry,None,TOWN ROAD 0003,44.09742751,-73.35855157,6
446358.0,217167.000000001862645,6439,VT0040300,So. Burlington PD.,18SB006484,2018-06-13T11:24:00.000Z,54 W Twin Oaks Ter,Parking Lot,Rear End,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0414,South Burlington,446358,217167,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.45274376,-73.17397094,9
445919.000000001862645,167906.000000001862645,6440,VT0010200,Middlebury PD.,18MB003133,2018-09-03T13:35:00.000Z,"""F"" Parking Lot - Middlebury College",110 Storrs Avenue,Rear-to-rear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0111,Middlebury,445919,167906,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.00939976,-73.17440461,9
440655.360625000670552,223068.669062504544854,6441,VT0040100,Burlington PD,18BU014184,2018-06-29T16:00:00.000Z,1127 North Ave,1127 North Ave,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.50540592,-73.24629119,9
490231.000000000931323,40889.0,6442,VT0130200,Brattleboro PD.,18BB02558,2018-04-07T07:40:00.000Z,2 Brookwood Dr,Winding Hill,Opp Direction Sideswipe,Street or Town Highways in FA Urban Area,999.99,T - Intersection,,1302,Brattleboro,490231,40889,0000,BROOKWOOD DR,,XY,None/Other,None,Heavy Truck,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,BROOKWOOD DR,Dry,None,BROOKWOOD DR,42.86803298,-72.61955354,5
484037.000000001862645,219437.000000001862645,6443,VT0080200,Stowe PD.,18ST001424,2018-04-29T14:07:00.000Z,1128 Mountain Rd,Birch Hill Rd,Rear End,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0808,Stowe,484037,219437,0000,Unknown,,XY,None/Other,None,None,Rain,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Wet,None,Unknown,44.47498486,-72.70063921,9
446780.382187500596046,168458.908125001937151,6444,VT0010200,Middlebury PD.,18MB000019,2018-01-03T16:00:00.000Z,8 Washington Street,Shaws Parking Lot,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0111,Middlebury,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.01443861,-73.16371916,9
478009.000000000931323,43690.0,6445,VTVSP1600,VSP - B1 Westminster,18B101197,2018-02-27T09:00:00.000Z,1196 Lower Dover Rd,Larrabee Rd,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,1311,Marlboro,478009,43690,T0008,TOWN ROAD 0008,,XY,None/Other,None,Heavy Truck,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,LOWER DOVER RD,"Sand, mud, dirt, oil, gravel",Work zone (construction / maintenance / utility),TOWN ROAD 0008,42.89299342,-72.76923547,6
444300.000000000931323,217252.00000000372529,6446,VT0040300,So. Burlington PD.,18SB003950,2018-04-11T07:43:00.000Z,99 Proctor Ave,,"Right Turn and Thru, Same Direction Sideswipe/Angle Crash ^^--","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0414,South Burlington,444300,217252,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.45335316,-73.19983539,9
450609.0,221843.000000001862645,6447,VT0040200,Essex PD.,18ES02407,2018-05-01T13:05:00.000Z,103 PEARL ST,PEARL ST DISCOUNT BEV,Rear-to-rear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0406,Essex,450609,221843,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.49512551,-73.12100971,9
443286.869843751192093,217480.671249998733401,6448,VT0040100,Burlington PD,18BU008521,2018-04-26T08:18:00.000Z,Flynn Ave,Richardson St,Rear End,Street or Town Highways in FA Urban Area,999.99,Not at a Junction,,0403,Burlington,,,0000,FLYNN AVE,,GEOCODE,None/Other,None,None,Rain,Day,Injury,INVALID LOCATION ROUTE ID,FLYNN AVE,Wet,None,FLYNN AVE,44.45533223,-73.21258879,5
440655.360625000670552,223068.669062504544854,6449,VT0040100,Burlington PD,18BU005822,2018-03-20T16:34:00.000Z,1127 North Ave,Ethan Allen Shopping Center,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.50540592,-73.24629119,9
526906.000000000931323,272825.0,6450,VTVSP0800,VSP - A5 Derby,18A500858,2018-03-08T11:18:00.000Z,244 Quarry Rd,Commerce Way,"No Turns, Thru moves only, Broadside ^<","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Four-way Intersection,,1007,Derby,526906,272825,T0027,TOWN ROAD 0027,,XY,None/Other,None,None,Freezing Precipitation,Day,Injury,INVALID LOCATION ROUTE ID,QUARRY RD,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",TOWN ROAD 0027,44.95509587,-72.15901018,6
443089.319843751378357,221107.010468749329448,6451,VT0040100,Burlington PD,18BU006048,2018-03-23T14:31:00.000Z,67 Lafountain St,Manhattan Dr,Opp Direction Sideswipe,Street or Town Highways in FA Urban Area,999.99,Not at a Junction,,0403,Burlington,,,0000,LAFOUNTAIN ST,,GEOCODE,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,LAFOUNTAIN ST,Dry,None,LAFOUNTAIN ST,44.48794935,-73.21546936,5
522473.71484375,270402.194531254470348,6452,VT0100100,Newport PD.,18NP002066,2018-06-21T15:53:00.000Z,Main St,Maplefields,Rear-to-rear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,1015,Newport City,,,0000,MAIN ST,,GEOCODE,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,MAIN ST,Dry,None,MAIN ST,44.93344786,-72.21528921,9
492475,190235,6453,VT0120600,Berlin PD.,18BL003491,2018-08-07T16:15:00.000Z,975 Crosstown Rd,Hill St Ext,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,1203,Berlin,492475,190235,T0040,TOWN ROAD 0040,,XY,None/Other,None,None,Rain,Day,Injury,INVALID LOCATION ROUTE ID,,Wet,"Road Surface Condition(wet, icy, snow, slush, etc)",TOWN ROAD 0040,44.21231344,-72.59416046,6
471794.000000001862645,28303.0,6454,VTVSP1600,VSP - B1 Westminster,18B104078,2018-07-09T12:05:00.000Z,101 Cyrus Rd,Saddada Rd,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,1321,Whitingham,471794,28303,T0052,TOWN ROAD 0052,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,CYRUS RD,Dry,None,TOWN ROAD 0052,42.75427658,-72.84455437,6
450871.999999999068677,220676.000000001862645,6455,VT0040200,Essex PD.,18ES01962,2018-04-09T20:01:00.000Z,2 Cascade Court,Redwood Terrace,,Street or Town Highways in FA Urban Area,999.99,,,0406,Essex,450872,220676,0000,SOUTHVIEW RD,,XY,None/Other,None,None,,Night,Property Damage Only,INVALID LOCATION ROUTE ID,SOUTHVIEW RD,,,SOUTHVIEW RD,44.48464169,-73.11759228,5
451529.000000001862645,216484.000000001862645,6456,VT0041000,Williston PD.,18WT02825,2018-04-24T14:30:00.000Z,78 Boxwood St,#78,Other - Explain in Narrative,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0417,Williston,451529,216484,0000,BOXWOOD ST,,XY,None/Other,None,Heavy Truck,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,BOXWOOD ST,Dry,None,BOXWOOD ST,44.44696231,-73.10894123,9
501390.0,88073.000000001862645,6457,VT0140200,Springfield PD.,18SF004035,2018-04-29T21:42:00.000Z,54 Grove Street,Mtn. Vernon Street,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,1418,Springfield,501390,88073,0000,GROVE ST,,XY,None/Other,None,None,Cloudy,Night,Property Damage Only,INVALID LOCATION ROUTE ID,GROVE ST,Wet,"Shoulders (none, low, soft, high)",GROVE ST,43.29282953,-72.48287118,6
443574.46000000089407,220916.014843752607703,6458,VT0040100,Burlington PD,18BU011627,2018-06-01T12:20:00.000Z,228 N Winooski Ave,Food Shelf,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.48626867,-73.20934991,9
443972,42876,6459,VT0020100,Bennington PD.,18BN00007,2018-01-01T03:00:00.000Z,307 Grove Street,County Street,"No Turns, Thru moves only, Broadside ^<",Street or Town Highways in FA Urban Area,999.99,Not at a Junction,,0202,Bennington,443972,42876,0000,GROVE ST,,XY,None/Other,None,None,Cloudy,Night,Property Damage Only,INVALID LOCATION ROUTE ID,GROVE ST,Ice,None,GROVE ST,42.88392806,-73.18584844,5
482184.965625000186265,103434.941874999552965,6460,VT0140100,Ludlow PD.,18LL000028,2018-01-04T09:21:00.000Z,Vt Rt 103,Truck Lanes,Same Direction Sideswipe,"State Highway numbered route, State owned",999.99,Not at a Junction,,1410,Ludlow,,,1030,VT-103,,GEOCODE,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,INVALID LOCATION ROUTE ID,VT ROUTE 103,Snow,None,VT-103,43.43089564,-72.72003111,10
443192.000000001862645,215928.000000001862645,6461,VT0040300,So. Burlington PD.,18SB006245,2018-06-06T18:47:00.000Z,Hannaford Dr,Lowes,Head On,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0414,South Burlington,443192,215928,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.44135258,-73.21361057,9
494704.000000000931323,38122.000000001862645,6462,VT0130200,Brattleboro PD.,18BB02604,2018-04-02T00:00:00.000Z,17 Belmont Ave,Brattleboro Memorial Hospital Parking Lot,Rear End,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,1302,Brattleboro,494704,38122,0000,Unknown,,XY,None/Other,None,None,Clear,,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,42.84316843,-72.56478674,9
484344,100508,6463,VT0140100,Ludlow PD.,18-LL-000653,2018-03-08T10:00:00.000Z,Commonwealth Av,,Other - Explain in Narrative,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Other - Explain in Narrative,,1410,Ludlow,484344,100508,0000,Unknown,,XY,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",Unknown,43.40459814,-72.69328151,6
481308.000000001862645,63900.0,6464,VT0130000,Windham CSD,18WHC001006,2018-03-07T20:54:00.000Z,4106 Rte 30,In Driveway,,Private Property (Driveways),999.99,Driveway,,1309,Jamaica,481308,63900,0000,Unknown,,XY,None/Other,None,None,,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,43.07500691,-72.72952199,8
479691.0,141742.000000001862645,6465,VTVSP1100,VSP - B2 Royalton,18B200692,2018-02-10T16:00:00.000Z,2156 Blackmer Blvd,Cedarwood Rd,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,1419,Stockbridge,479691,141742,T0001,TOWN ROAD 0001,,XY,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,INVALID LOCATION ROUTE ID,BLACKMER BLVD,Slush,"Road Surface Condition(wet, icy, snow, slush, etc)",TOWN ROAD 0001,43.77562525,-72.75227013,6
445972.000000000931323,218211.0,6466,VT0040300,So. Burlington PD.,18SB001249,2018-01-31T08:41:00.000Z,San Remo Drive,Dorset Street,Head On,Street or Town Highways in FA Urban Area,999.99,Not at a Junction,,0414,South Burlington,445972,218211,0000,SAN REMO DR,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,SAN REMO DR,Dry,None,SAN REMO DR,44.46210986,-73.17892925,5
447349,167250,6467,VT0010200,Middlebury PD.,18MB000205,2018-01-20T11:38:00.000Z,213 Court St,Total Images Salon,Other - Explain in Narrative,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0111,Middlebury,447349,167250,0000,COURT ST,,XY,None/Other,None,None,Cloudy,Day,Property Damage Only,INVALID LOCATION ROUTE ID,COURT ST,Snow,None,COURT ST,44.00359986,-73.15650818,9
463250.0,220674.999999998137355,6468,VT0040000,Chittenden CSD,18CCSD000733,2018-03-19T00:00:00.000Z,211 Browns Trace,Morgan Rd,Rear End,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0409,Jericho,463250,220675,0000,Unknown,,XY,None/Other,None,None,,,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,Not reported,Unknown,44.48536807,-72.9619932,9
523575,272870,6469,VT0100100,Newport PD.,18NP001461,2018-05-08T15:08:00.000Z,189 Prouty Drive,North Country Hospital Parking Lot,"Left Turn and Thru, Head On ^v--","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,1015,Newport City,523575,272870,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.95561905,-72.20122247,9
444921.536875000223517,220475.348124999552965,6470,VT0041100,UVM Police,18UV003143,2018-05-09T17:38:00.000Z,220 Colchester Avenue,Mercy Hall Parking Lot,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,COLCHESTER AVE,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,COLCHESTER AVE,,,COLCHESTER AVE,44.48240711,-73.19236956,9
445975.0,217764.000000001862645,6471,VT0040300,So. Burlington PD.,18SB002543,2018-03-05T11:55:00.000Z,380-422 San Remo Dr,Dorset St,"Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0414,South Burlington,445975,217764,0000,SAN REMO DR,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,SAN REMO DR,Dry,None,SAN REMO DR,44.45808759,-73.17884494,9
444791.984843749552965,220189.02781250141561,6472,VT0040100,Burlington PD,18BU000435,2018-01-07T14:38:00.000Z,111 Colchester Ave,UVMMC Parking Garage,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.47982068,-73.19396745,9
443382.118750001303852,219976.060625001788139,6473,VT0040100,Burlington PD,18BU001930,2018-01-26T16:41:00.000Z,15 Center St,The Daily Planet,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.47779519,-73.21166489,9
470190.000000000931323,44808.0,6474,VT0130300,Wilmington PD.,18WM00314,2018-03-08T12:09:00.000Z,34 Look Road,34 Look Road,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,1322,Wilmington,470190,44808,0000,Unknown,,XY,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,42.90279229,-72.86502108,9
512740,163549,6475,VTVSP0200,VSP - A4 St. Johnsbury,18A404459,2018-08-18T09:40:00.000Z,1 Brown Rd,State Rte 113,,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,0914,Vershire,512740,163549,T0017,TOWN ROAD 0017,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,BROWN RD,Dry,"Rut, holes, bumps",TOWN ROAD 0017,43.9720657,-72.34122821,6
443938.0,42685.00000000372529,6476,VT0020100,Bennington PD.,18BN06525,2018-08-29T21:12:00.000Z,210 Grove Street,,Other - Explain in Narrative,Street or Town Highways in FA Urban Area,999.99,Not at a Junction,,0202,Bennington,443938,42685,0000,Unknown,,XY,None/Other,None,None,Clear,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,42.88220631,-73.18624556,5
443545.84765625,220019.195468751713634,6477,VT0040100,Burlington PD,18BU017928,2018-08-08T12:32:00.000Z,71 S Union St,Union St Laundry Parking Lot,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.47819616,-73.20961175,9
443418.72562500089407,220121.9375,6478,VT0040100,Burlington PD,18BU016544,2018-07-25T15:30:00.000Z,47 S Winooski Ave,Marketplace Parking Lot,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,S WINOOSKI AVE,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,S WINOOSKI AVE,,,S WINOOSKI AVE,44.47911077,-73.21122074,9
439767.576562499627471,224292.497656252235174,6479,VT0040100,Burlington PD,18BU015569,2018-07-14T14:38:00.000Z,22 West Rd,North Ave,,Street or Town Highways in FA Urban Area,999.99,,,0403,Burlington,,,0000,WEST RD,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,WEST RD,,,WEST RD,44.51634522,-73.25759725,5
